"provider","operation_id","candidate_id","candidate","representative_mechanism","portfolio_relation","semantic_fidelity","selected_identity","host_independence","callbacks_handles","project_authority","lifecycle_isolation","incremental_backpressure","output_ownership","stability_coupling","performance_copies","distribution_security","testability_observability","effect_reuse","complexity","decision","falsifier"
"esbuild","ESB-BUILD-DIRECT","C","persistent provider sessions","persistent-session","single representative family for this candidate","GATE-FAIL: one-shot build calls do not expose a caller-owned session; do not wrap them in a new daemon or use global stop as a per-scope finalizer","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; shared native child for JS API; Go context for Go API","not-applicable-after-semantic-gate; full semantics through public API; do not expose private handle IDs","not-applicable-after-semantic-gate; package-selected service; context owns build key while service is global","unproven/non-fit; cancel/dispose are per context; stop/crash is global and invalidates every context","unproven/non-fit; cancel/dispose are per context; stop/crash is global and invalidates every context","unproven/non-fit; structured/direct according to request","public contexts are supported; native service protocol is not; compatibility: exact internal handshake owned by upstream package","not evaluated after semantic gate; private service protocol behind public API","not evaluated after semantic gate; normal esbuild package","bounded negative backed by esbuild API write option and service.go @ 609683d","none until semantic gate passes","invalid/non-fit; reuses upstream session; effect-build only adds Scope law","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful persistent-session surface for provider-direct output writes."
"esbuild","ESB-BUILD-DIRECT","D","embedded/native/WASM engines","official-language-library","single representative family for this candidate","faithful in declared domain: exact provider semantics for pure serializable calls/direct writes in a Go consumer; operation status: upstream operation; explicit mutation mode","Go module selects exact engine; caller owns options/filesystem/network","compiler linked directly in caller Go process; distribution: requires Go application/toolchain build per target; no child binary at runtime","Go-native options/results/plugins/contexts; serializable pure/direct-write operations retain provider semantics, while JS closures and JS context identity do not; Go contexts expose rebuild/watch/serve/cancel/dispose but are not JS context handles","Go module selects exact engine; caller owns options/filesystem/network","Go contexts expose rebuild/watch/serve/cancel/dispose but are not JS context handles","Go contexts expose rebuild/watch/serve/cancel/dispose but are not JS context handles; state cost: low in Go; high if effect-build owns cross-language bridge","Go byte slices or provider-direct files","documented public official Go API at 0.28.2, MIT; compatibility: Go module SemVer/API; support verdict: viable now in Go; bounded adapter only for TypeScript","direct Go calls/callbacks; low in Go; high if effect-build owns cross-language bridge","requires Go application/toolchain build per target; no child binary at runtime","Go module SemVer/API; evidence: esbuild API write option and service.go @ 609683d","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","low in Go; high if effect-build owns cross-language bridge","viable now in Go; bounded adapter only for TypeScript","Reject if the mechanism cannot preserve provider-direct output writes under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"esbuild","ESB-BUILD-DIRECT","E","inverted/declarative integration","inverted-plugin","single representative family for this candidate","GATE-FAIL: a callback is an adjunct to builds and contexts, not the caller surface for build, rebuild, cancel, dispose, watch, or serve","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; native engine reverse-calls host callback","not-applicable-after-semantic-gate; faithfully preserves closures, virtual modules, diagnostics and reentrancy in supported host","not-applicable-after-semantic-gate; engine owns schedule; host owns plugin code/state","unproven/non-fit; callbacks/build keys tied to build/context; cancellation waits on running host callbacks","unproven/non-fit; callbacks/build keys tied to build/context; cancellation waits on running host callbacks","unproven/non-fit; plugins can alter graph/results/direct writes","documented public plugin API; compatibility: public plugin API and host runtime","not evaluated after semantic gate; upstream bidirectional service callbacks or direct Go calls","not evaluated after semantic gate; plugin code installed with host","bounded negative backed by esbuild API write option and service.go @ 609683d","none until semantic gate passes","invalid/non-fit; upstream already owns callback protocol; effect-build should not recreate it","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful inverted-plugin surface for provider-direct output writes."
"esbuild","ESB-BUILD-DIRECT","F","operation-specific portfolio","direct-host-api+selected-command","alternative API or command routes selected by caller contract","direct-host-api:faithful in declared domain: best TypeScript boundary for structured/plugin/context operations; operation status: upstream operation; explicit mutation mode | selected-command:faithful in declared domain: provider-direct build output when selected command/process semantics are the contract; operation status: upstream operation; explicit mutation mode","direct-host-api:the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited | selected-command:caller selects exact executable/cwd/env/flags","direct-host-api:Node host plus one package-module-global native esbuild child per resolved module instance; sync calls use a worker-owned child; distribution: npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist | selected-command:selected native esbuild child; distribution: single native platform binary","direct-host-api:full structured results/options/virtual inputs and host plugin closures through reverse callbacks; one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers | selected-command:native CLI options/project streams; no JS/Go plugin closures or structured API handles/results; one-shot or raw process-owned watch/serve; kill is the process boundary","direct-host-api:the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited | selected-command:caller selects exact executable/cwd/env/flags","direct-host-api:one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers | selected-command:one-shot or raw process-owned watch/serve; kill is the process boundary","direct-host-api:one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers; state cost: low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment | selected-command:one-shot or raw process-owned watch/serve; kill is the process boundary; state cost: simple and well isolated","direct-host-api:in-memory bytes or provider-direct files | selected-command:stdout/direct files","direct-host-api:documented public esbuild 0.28.2 JS API, MIT; service protocol is undocumented internal; compatibility: private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; support verdict: viable now | selected-command:documented public esbuild 0.28.2 CLI, MIT; compatibility: version/capability probe; terminal prose is not typed protocol; support verdict: viable now only for the exact command/direct-output contract","direct-host-api:private framed bidirectional stdio hidden behind supported JS API; low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment | selected-command:argv/stdin/stdout/stderr/filesystem; simple and well isolated","direct-host-api:npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist | selected-command:single native platform binary","direct-host-api:private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; evidence: esbuild API write option and service.go @ 609683d | selected-command:version/capability probe; terminal prose is not typed protocol; evidence: esbuild API write option and service.go @ 609683d","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","direct-host-api:low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment | selected-command:simple and well isolated","JavaScript API or CLI; keep distinct from atomic publication","Reject this portfolio if any selected route cannot preserve provider-direct output writes under its authority/lifetime record, or if one supported route preserves all required semantics with fewer total states."
"esbuild","ESB-PLUGINS-VIRTUAL","A","current operation-specific hybrid","direct-host-api","single representative family for this candidate","faithful in declared domain: best TypeScript boundary for structured/plugin/context operations; operation status: upstream operation; not separately frozen","the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited","Node host plus one package-module-global native esbuild child per resolved module instance; sync calls use a worker-owned child; distribution: npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist","full structured results/options/virtual inputs and host plugin closures through reverse callbacks; one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers","the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited","one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers","one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers; state cost: low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","in-memory bytes or provider-direct files","documented public esbuild 0.28.2 JS API, MIT; service protocol is undocumented internal; compatibility: private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; support verdict: viable now","private framed bidirectional stdio hidden behind supported JS API; low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist","private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; evidence: esbuild common.ts:1169-1240 @ 609683d","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","viable now","Reject if the mechanism cannot preserve plugins, virtual inputs, reverse callbacks under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"esbuild","ESB-PLUGINS-VIRTUAL","B","provider-host sidecars","runtime-hosted-sidecar","single representative family for this candidate","GATE-FAIL: cannot preserve the frozen full BuildOptions/BuildResult plugin surface without an unproven callback protocol; duplicates the official JS package service","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; owned Go or Node sidecar invoking public API","not-applicable-after-semantic-gate; serializable options/results; JS plugins need reverse callback RPC or provider-side module loading","not-applicable-after-semantic-gate; effect-build selects/distributes sidecar engine image and protocol","unproven/non-fit; one-shot or process session; context IDs require crash/stale-handle laws","unproven/non-fit; one-shot or process session; context IDs require crash/stale-handle laws","unproven/non-fit; bytes copied over transport or files in sidecar namespace","hypothetical/bounded adapter; not upstream; compatibility: owned schema/handshake plus esbuild version","not evaluated after semantic gate; effect-build protocol, possibly bidirectional","not evaluated after semantic gate; new binaries/server per platform","bounded negative backed by esbuild common.ts:1169-1240 @ 609683d","none until semantic gate passes","invalid/non-fit; protocol/platform packaging/callback/backpressure/session states added","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful runtime-hosted-sidecar surface for plugins, virtual inputs, reverse callbacks."
"esbuild","ESB-PLUGINS-VIRTUAL","C","persistent provider sessions","persistent-session","single representative family for this candidate","faithful in declared domain: use public contexts directly where reusable state is the operation; operation status: upstream operation; not separately frozen","package-selected service; context owns build key while service is global","shared native child for JS API; Go context for Go API; distribution: normal esbuild package","full semantics through public API; do not expose private handle IDs; cancel/dispose are per context; stop/crash is global and invalidates every context","package-selected service; context owns build key while service is global","cancel/dispose are per context; stop/crash is global and invalidates every context","cancel/dispose are per context; stop/crash is global and invalidates every context; state cost: reuses upstream session; effect-build only adds Scope law","structured/direct according to request","public contexts are supported; native service protocol is not; compatibility: exact internal handshake owned by upstream package; support verdict: viable now through public contexts","private service protocol behind public API; reuses upstream session; effect-build only adds Scope law","normal esbuild package","exact internal handshake owned by upstream package; evidence: esbuild common.ts:1169-1240 @ 609683d","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","reuses upstream session; effect-build only adds Scope law","viable now through public contexts","Reject if the mechanism cannot preserve plugins, virtual inputs, reverse callbacks under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"esbuild","ESB-PLUGINS-VIRTUAL","D","embedded/native/WASM engines","wasm-worker","single representative family for this candidate","faithful in declared domain: browser-hosted transform/format/analyze/plugin semantics in the reduced domain; operation status: upstream operation; not separately frozen","caller selects exact wasmURL/module; no native selected binary","Web Worker by default or same browser thread -> Go WASM service; distribution: WASM plus JS glue/browser worker; larger/slower than native","in-memory/virtual/plugin inputs and structured results; no native filesystem; worker initialized/stopped; public support excludes sync/context/watch/serve","caller selects exact wasmURL/module; no native selected binary","worker initialized/stopped; public support excludes sync/context/watch/serve","worker initialized/stopped; public support excludes sync/context/watch/serve; state cost: portable distribution but capability and copy/performance losses","in-memory bytes only; copies across worker/WASM","documented public esbuild-wasm 0.28.2 browser API, MIT; compatibility: exact JS/WASM package version; support verdict: viable in reduced domain; research-only for effect-build","postMessage/in-memory framed channel and WASM calls; portable distribution but capability and copy/performance losses","WASM plus JS glue/browser worker; larger/slower than native","exact JS/WASM package version; evidence: esbuild common.ts:1169-1240 @ 609683d","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","portable distribution but capability and copy/performance losses","viable in reduced domain; research-only for effect-build","Reject if the mechanism cannot preserve plugins, virtual inputs, reverse callbacks under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"esbuild","ESB-PLUGINS-VIRTUAL","E","inverted/declarative integration","inverted-plugin","single representative family for this candidate","faithful in declared domain: faithful boundary for the exact plugin/virtual-input operation; operation status: upstream operation; not separately frozen","engine owns schedule; host owns plugin code/state","native engine reverse-calls host callback; distribution: plugin code installed with host","faithfully preserves closures, virtual modules, diagnostics and reentrancy in supported host; callbacks/build keys tied to build/context; cancellation waits on running host callbacks","engine owns schedule; host owns plugin code/state","callbacks/build keys tied to build/context; cancellation waits on running host callbacks","callbacks/build keys tied to build/context; cancellation waits on running host callbacks; state cost: upstream already owns callback protocol; effect-build should not recreate it","plugins can alter graph/results/direct writes","documented public plugin API; compatibility: public plugin API and host runtime; support verdict: viable now through the direct API for plugin operations","upstream bidirectional service callbacks or direct Go calls; upstream already owns callback protocol; effect-build should not recreate it","plugin code installed with host","public plugin API and host runtime; evidence: esbuild common.ts:1169-1240 @ 609683d","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","upstream already owns callback protocol; effect-build should not recreate it","viable now through the direct API for plugin operations","Reject if the mechanism cannot preserve plugins, virtual inputs, reverse callbacks under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"esbuild","ESB-PLUGINS-VIRTUAL","F","operation-specific portfolio","direct-host-api","single selected route","faithful in declared domain: best TypeScript boundary for structured/plugin/context operations; operation status: upstream operation; not separately frozen","the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited","Node host plus one package-module-global native esbuild child per resolved module instance; sync calls use a worker-owned child; distribution: npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist","full structured results/options/virtual inputs and host plugin closures through reverse callbacks; one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers","the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited","one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers","one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers; state cost: low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","in-memory bytes or provider-direct files","documented public esbuild 0.28.2 JS API, MIT; service protocol is undocumented internal; compatibility: private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; support verdict: viable now","private framed bidirectional stdio hidden behind supported JS API; low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist","private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; evidence: esbuild common.ts:1169-1240 @ 609683d","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","official JavaScript API; callback RPC sidecars rejected absent a concrete need","Reject this portfolio if any selected route cannot preserve plugins, virtual inputs, reverse callbacks under its authority/lifetime record, or if one supported route preserves all required semantics with fewer total states."
"esbuild","ESB-CONTEXT-REBUILD","A","current operation-specific hybrid","direct-host-api","single representative family for this candidate","faithful in declared domain: best TypeScript boundary for structured/plugin/context operations; operation status: CAN-ESB-011 frozen for 0.4","the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited","Node host plus one package-module-global native esbuild child per resolved module instance; sync calls use a worker-owned child; distribution: npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist","full structured results/options/virtual inputs and host plugin closures through reverse callbacks; one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers","the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited","one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers; required operation law: long-lived context handle whose cancel/dispose law and underlying executor ownership must both be explicit","one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers; state cost: low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","in-memory bytes or provider-direct files; required operation ownership: caller-owned in-memory BuildResult per rebuild","documented public esbuild 0.28.2 JS API, MIT; service protocol is undocumented internal; compatibility: private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; support verdict: viable now","private framed bidirectional stdio hidden behind supported JS API; low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist","private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; evidence: esbuild API docs and pkg/api/api.go:529-560; SURFACE.json","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","viable now","Reject if the mechanism cannot preserve create a context and rebuild under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"esbuild","ESB-CONTEXT-REBUILD","B","provider-host sidecars","runtime-hosted-sidecar","single representative family for this candidate","GATE-FAIL: cannot preserve the frozen full BuildOptions/BuildResult plugin surface without an unproven callback protocol; duplicates the official JS package service","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; owned Go or Node sidecar invoking public API","not-applicable-after-semantic-gate; serializable options/results; JS plugins need reverse callback RPC or provider-side module loading","not-applicable-after-semantic-gate; effect-build selects/distributes sidecar engine image and protocol","unproven/non-fit; one-shot or process session; context IDs require crash/stale-handle laws; required operation law: long-lived context handle whose cancel/dispose law and underlying executor ownership must both be explicit","unproven/non-fit; one-shot or process session; context IDs require crash/stale-handle laws","unproven/non-fit; bytes copied over transport or files in sidecar namespace; required operation ownership: caller-owned in-memory BuildResult per rebuild","hypothetical/bounded adapter; not upstream; compatibility: owned schema/handshake plus esbuild version","not evaluated after semantic gate; effect-build protocol, possibly bidirectional","not evaluated after semantic gate; new binaries/server per platform","bounded negative backed by esbuild API docs and pkg/api/api.go:529-560; SURFACE.json","none until semantic gate passes","invalid/non-fit; protocol/platform packaging/callback/backpressure/session states added","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful runtime-hosted-sidecar surface for create a context and rebuild."
"esbuild","ESB-CONTEXT-REBUILD","C","persistent provider sessions","persistent-session","single representative family for this candidate","faithful in declared domain: use public contexts directly where reusable state is the operation; operation status: CAN-ESB-011 frozen for 0.4","package-selected service; context owns build key while service is global","shared native child for JS API; Go context for Go API; distribution: normal esbuild package","full semantics through public API; do not expose private handle IDs; cancel/dispose are per context; stop/crash is global and invalidates every context","package-selected service; context owns build key while service is global","cancel/dispose are per context; stop/crash is global and invalidates every context; required operation law: long-lived context handle whose cancel/dispose law and underlying executor ownership must both be explicit","cancel/dispose are per context; stop/crash is global and invalidates every context; state cost: reuses upstream session; effect-build only adds Scope law","structured/direct according to request; required operation ownership: caller-owned in-memory BuildResult per rebuild","public contexts are supported; native service protocol is not; compatibility: exact internal handshake owned by upstream package; support verdict: viable now through public contexts","private service protocol behind public API; reuses upstream session; effect-build only adds Scope law","normal esbuild package","exact internal handshake owned by upstream package; evidence: esbuild API docs and pkg/api/api.go:529-560; SURFACE.json","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","reuses upstream session; effect-build only adds Scope law","viable now through public contexts","Reject if the mechanism cannot preserve create a context and rebuild under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
"esbuild","ESB-CONTEXT-REBUILD","D","embedded/native/WASM engines","official-language-library","single representative family for this candidate","GATE-FAIL: does not preserve frozen JS BuildOptions/BuildResult plugin closures or JS context handles; a TypeScript caller needs a separately evaluated bridge/sidecar","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; compiler linked directly in caller Go process","not-applicable-after-semantic-gate; Go-native options/results/plugins/contexts; serializable pure/direct-write operations retain provider semantics, while JS closures and JS context identity do not","not-applicable-after-semantic-gate; Go module selects exact engine; caller owns options/filesystem/network","unproven/non-fit; Go contexts expose rebuild/watch/serve/cancel/dispose but are not JS context handles; required operation law: long-lived context handle whose cancel/dispose law and underlying executor ownership must both be explicit","unproven/non-fit; Go contexts expose rebuild/watch/serve/cancel/dispose but are not JS context handles","unproven/non-fit; Go byte slices or provider-direct files; required operation ownership: caller-owned in-memory BuildResult per rebuild","documented public official Go API at 0.28.2, MIT; compatibility: Go module SemVer/API","not evaluated after semantic gate; direct Go calls/callbacks","not evaluated after semantic gate; requires Go application/toolchain build per target; no child binary at runtime","bounded negative backed by esbuild API docs and pkg/api/api.go:529-560; SURFACE.json","none until semantic gate passes","invalid/non-fit; low in Go; high if effect-build owns cross-language bridge","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful official-language-library surface for create a context and rebuild."
"esbuild","ESB-CONTEXT-REBUILD","E","inverted/declarative integration","inverted-plugin","single representative family for this candidate","GATE-FAIL: a callback is an adjunct to builds and contexts, not the caller surface for build, rebuild, cancel, dispose, watch, or serve","not-applicable-after-semantic-gate","not-applicable-after-semantic-gate; native engine reverse-calls host callback","not-applicable-after-semantic-gate; faithfully preserves closures, virtual modules, diagnostics and reentrancy in supported host","not-applicable-after-semantic-gate; engine owns schedule; host owns plugin code/state","unproven/non-fit; callbacks/build keys tied to build/context; cancellation waits on running host callbacks; required operation law: long-lived context handle whose cancel/dispose law and underlying executor ownership must both be explicit","unproven/non-fit; callbacks/build keys tied to build/context; cancellation waits on running host callbacks","unproven/non-fit; plugins can alter graph/results/direct writes; required operation ownership: caller-owned in-memory BuildResult per rebuild","documented public plugin API; compatibility: public plugin API and host runtime","not evaluated after semantic gate; upstream bidirectional service callbacks or direct Go calls","not evaluated after semantic gate; plugin code installed with host","bounded negative backed by esbuild API docs and pkg/api/api.go:529-560; SURFACE.json","none until semantic gate passes","invalid/non-fit; upstream already owns callback protocol; effect-build should not recreate it","reject for operation","Reopen only if upstream or a bounded probe supplies a supported faithful inverted-plugin surface for create a context and rebuild."
"esbuild","ESB-CONTEXT-REBUILD","F","operation-specific portfolio","direct-host-api","single selected route","faithful in declared domain: best TypeScript boundary for structured/plugin/context operations; operation status: CAN-ESB-011 frozen for 0.4","the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited","Node host plus one package-module-global native esbuild child per resolved module instance; sync calls use a worker-owned child; distribution: npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist","full structured results/options/virtual inputs and host plugin closures through reverse callbacks; one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers","the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited","one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers; required operation law: long-lived context handle whose cancel/dispose law and underlying executor ownership must both be explicit","one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers; state cost: low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","in-memory bytes or provider-direct files; required operation ownership: caller-owned in-memory BuildResult per rebuild","documented public esbuild 0.28.2 JS API, MIT; service protocol is undocumented internal; compatibility: private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; support verdict: viable now","private framed bidirectional stdio hidden behind supported JS API; low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist","private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; evidence: esbuild API docs and pkg/api/api.go:529-560; SURFACE.json","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","official JavaScript context scoped by Effect; package-module-global child is not scoped","Reject this portfolio if any selected route cannot preserve create a context and rebuild under its authority/lifetime record, or if one supported route preserves all required semantics with fewer total states."
"esbuild","ESB-WATCH","A","current operation-specific hybrid","direct-host-api","single representative family for this candidate","faithful in declared domain: best TypeScript boundary for structured/plugin/context operations; operation status: method of CAN-ESB-011; not an independent frozen root","the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited","Node host plus one package-module-global native esbuild child per resolved module instance; sync calls use a worker-owned child; distribution: npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist","full structured results/options/virtual inputs and host plugin closures through reverse callbacks; one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers","the installed package normally resolves its matching optional platform binary, but ambient ESBUILD_BINARY_PATH can override that path; cwd/env are inherited","one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers; required operation law: watch lives until context disposal; no independent stop method","one-shot operations through one module instance share its service; contexts expose rebuild/watch/serve/cancel/dispose; that module instance's global stop affects its consumers; state cost: low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","in-memory bytes or provider-direct files; required operation ownership: acknowledgement only; plugin onEnd is the native result channel","documented public esbuild 0.28.2 JS API, MIT; service protocol is undocumented internal; compatibility: private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; support verdict: viable now","private framed bidirectional stdio hidden behind supported JS API; low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","npm package plus platform binary or explicit ambient override; offline only when the selected bytes already exist","private first-packet exact-version check rejects version skew but does not content-bind an override; public compatibility is package API only; evidence: esbuild API docs and service.go @ 609683d; SURFACE.json","Reuse Effect Scope for owned handles/children, ChildProcess for selected processes, FileSystem/Path for explicit mutation, Stream only for a real typed event source, Layer for selection and dependency provision, and preserve Cause interruption.","low adapter cost but ambient override authority, package-module-global crash/stop, and one-shot cancellation need explicit treatment","viable now","Reject if the mechanism cannot preserve start context watch under the authority/lifetime stated in MECHANISM-COVERAGE.csv."
