"operation_id","provider","operation","lane","lifecycle","resource_result","provider_publication","output_publication","published_contract","identity_owner","semantic_identity","candidate_public_surface","supplemental_source_rows","provenance","semantic_disposition","product_priority","freeze_recommendation","surface_selection_status","pre_freeze_gate","freeze_gate_status","evidence_gate_basis","gate_failure_action","compatibility_commitment","implementation_status","certification_status","evidence_coordinate_refs","contract_summary","unresolved_evidence","surface_kind","proposed_package","proposed_subpath","proposed_export","proposed_root_export","proposed_root_export_kind","surface_rationale"
"CAN-ESB-011","esbuild","context-memory","in-process-api","scoped-context","long-lived-handle","none","none","none","provider-native","esbuild / context-memory / in-process-api / scoped-context / {long-lived-handle, none}","esbuild.context write:false","ESB-OP-11","official-upstream","established","ship","ship","selected-candidate-not-frozen","race matrix; post-dispose; delayed plugin cleanup","blocked-pending-executable-proof","R2-execution-required-docs-do-not-establish-lifecycle-or-remnants","block-freeze-or-record-explicit-pre-freeze-disposition-revision","uncommitted-pending-d9-exact-identity","not-started","not-certified","EV-ESB-002;EV-ESB-003;EV-ESB-009;EV-ESB-013;EV-ESB-021;EV-ESB-022;EV-ESB-023","Scoped BuildContext owns rebuild/watch/serve/cancel/dispose sub-operations.","race matrix; post-dispose; delayed plugin cleanup","public-operation-export","effect-build-esbuild","./Context","make","Context","namespace-reexport","operation-specific module re-exported from the package root under the exact namespace key; candidate only until M3/M8 and surface-freeze approval"
"CAN-ESB-012","esbuild","context-direct-write","in-process-api","scoped-context","long-lived-handle","provider-direct-durable","provider-direct-durable","provider-direct-durable","provider-native","esbuild / context-direct-write / in-process-api / scoped-context / {long-lived-handle, provider-direct-durable}","esbuild.context write:true","ESB-OP-12","official-upstream","established","ship","ship","selected-candidate-not-frozen","context races and mixed-generation remnants","blocked-pending-executable-proof","R2-execution-required-docs-do-not-establish-lifecycle-or-remnants","block-freeze-or-record-explicit-pre-freeze-disposition-revision","uncommitted-pending-d9-exact-identity","not-started","not-certified","EV-ESB-002;EV-ESB-003;EV-ESB-023","Scoped context with repeated provider-direct writes.","context races and mixed-generation remnants","public-operation-export","effect-build-esbuild","./ContextToDirectory","make","ContextToDirectory","namespace-reexport","operation-specific module re-exported from the package root under the exact namespace key; candidate only until M3/M8 and surface-freeze approval"
"CAN-ESB-013","esbuild","stop-shared-service","in-process-api","one-shot","none","none","none","none","provider-native","esbuild / stop-shared-service / in-process-api / one-shot / {none, none}","esbuild.stop","ESB-OP-13","official-upstream","established","reject","reject","not-selected-rejected","none-rejection-established","not-applicable-rejected","rejection-supported-by-evidence-or-architecture-law","none-rejected-by-evidence-or-architecture-law","not-committed","not-started","not-certified","EV-ESB-002;EV-ESB-003;EV-ESB-012;EV-ESB-013","Process-global reset can terminate unrelated owners and respawns later.","none; rejection is ownership law","no-export-rejected","effect-build-esbuild","none","none","none","none-not-selected","semantic identity retained for negative surface tests; operation is rejected"
"CAN-ESB-014","esbuild","initialize-shared-service","in-process-api","one-shot","none","none","none","none","provider-native","esbuild / initialize-shared-service / in-process-api / one-shot / {none, none}","esbuild.initialize","ESB-OP-14","official-upstream","established","reject","reject","not-selected-rejected","none-rejection-established","not-applicable-rejected","rejection-supported-by-evidence-or-architecture-law","none-rejected-by-evidence-or-architecture-law","not-committed","not-started","not-certified","EV-ESB-002;EV-ESB-003;EV-ESB-012;EV-ESB-013","Consumes a process-global once token on supported server hosts.","none; rejection is ownership law","no-export-rejected","effect-build-esbuild","none","none","none","none-not-selected","semantic identity retained for negative surface tests; operation is rejected"
"CAN-ESB-015","esbuild","build-stdout","selected-command","one-shot","caller-owned-value","none","none","none","provider-native","esbuild / build-stdout / selected-command / one-shot / {caller-owned-value, none}","selected esbuild stdout","ESB-OP-15","official-upstream","established","ship","ship","selected-candidate-not-frozen","bounds; bin form; signal and reaping","blocked-pending-executable-proof","R2-execution-required-docs-do-not-establish-lifecycle-or-remnants","block-freeze-or-record-explicit-pre-freeze-disposition-revision","uncommitted-pending-d9-exact-identity","not-started","not-certified","EV-ESB-006;EV-ESB-016;EV-ESB-023;EV-ESB-024","Selected binary; finite raw stdout/stderr and exit status.","bounds; bin form; signal and reaping","public-operation-export","effect-build-esbuild","./BuildCommand","build","BuildCommand","namespace-reexport","operation-specific module re-exported from the package root under the exact namespace key; candidate only until M3/M8 and surface-freeze approval"
"CAN-ESB-016","esbuild","build-direct-write","selected-command","one-shot","caller-owned-value","provider-direct-durable","provider-direct-durable","provider-direct-durable","provider-native","esbuild / build-direct-write / selected-command / one-shot / {caller-owned-value, provider-direct-durable}","selected esbuild with outfile/outdir","ESB-OP-16","official-upstream","established","ship","ship","selected-candidate-not-frozen","partial writes; bin form; signal and reaping","blocked-pending-executable-proof","R2-execution-required-docs-do-not-establish-lifecycle-or-remnants","block-freeze-or-record-explicit-pre-freeze-disposition-revision","uncommitted-pending-d9-exact-identity","not-started","not-certified","EV-ESB-006;EV-ESB-016;EV-ESB-023;EV-ESB-024","Selected binary writes provider output and metadata files directly.","partial writes; bin form; signal and reaping","public-operation-export","effect-build-esbuild","./BuildCommandToDirectory","buildToDirectory","BuildCommandToDirectory","namespace-reexport","operation-specific module re-exported from the package root under the exact namespace key; candidate only until M3/M8 and surface-freeze approval"
"CAN-ESB-017","esbuild","build-watch","selected-command","scoped-process","long-lived-handle","provider-direct-durable","provider-direct-durable","provider-direct-durable","provider-native","esbuild / build-watch / selected-command / scoped-process / {long-lived-handle, provider-direct-durable}","selected esbuild --watch","ESB-OP-17","official-upstream","established","ship","ship","selected-candidate-not-frozen","termination choice; descendants; remnants","blocked-pending-executable-proof","R2-execution-required-docs-do-not-establish-lifecycle-or-remnants","block-freeze-or-record-explicit-pre-freeze-disposition-revision","uncommitted-pending-d9-exact-identity","not-started","not-certified","EV-ESB-006;EV-ESB-016;EV-ESB-023","Opaque process; stdin-close and signal are distinct termination channels.","termination choice; descendants; remnants","public-operation-export","effect-build-esbuild","./BuildWatchCommand","watch","BuildWatchCommand","namespace-reexport","operation-specific module re-exported from the package root under the exact namespace key; candidate only until M3/M8 and surface-freeze approval"
"CAN-ESB-018","esbuild","serve","selected-command","scoped-process","long-lived-handle","none","none","none","provider-native","esbuild / serve / selected-command / scoped-process / {long-lived-handle, none}","selected esbuild --serve","ESB-OP-18","official-upstream","established","defer","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","uncommitted-pending-d9-exact-identity","not-started","not-certified","EV-ESB-006;EV-ESB-016;EV-ESB-019;EV-ESB-023","CLI address is human text unless a fixed port is required.","machine-readable address or fixed-port decision; lifecycle","no-export-deferred","effect-build-esbuild","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ESB-019","esbuild","build-host-stdout","in-process-api","one-shot","none","none","none","none","provider-native","esbuild / build-host-stdout / in-process-api / one-shot / {none, none}","esbuild.build write:true without destination","ESB-OP-19","official-upstream","established","reject","reject","not-selected-rejected","none-rejection-established","not-applicable-rejected","rejection-supported-by-evidence-or-architecture-law","none-rejected-by-evidence-or-architecture-law","not-committed","not-started","not-certified","EV-ESB-003","Build bytes escape to host stdout outside library ownership.","exact typed preflight set","no-export-rejected","effect-build-esbuild","none","none","none","none-not-selected","semantic identity retained for negative surface tests; operation is rejected"
"CAN-NODE-001","node-sea","assemble-direct","selected-command","one-shot","caller-owned-value","provider-direct-durable","atomic-published-durable","atomic-published-durable","product-wrapper-over-provider-command","node-sea / assemble-direct / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","node --build-sea","NODE-SEA-DIRECT","official-upstream-and-repository-law","advertised-shape-established","required","ship","selected-candidate-not-frozen","exact binary capability; host-target and runtime matrix","blocked-pending-executable-proof","R2-execution-required-docs-do-not-establish-lifecycle-or-remnants","block-freeze-or-record-explicit-pre-freeze-disposition-revision","operation-identity-ships-support-cells-unadmitted","not-implemented","runtime-proof-pending","E-NODE-DIRECT;E-NODE-26-DOC-CONFIG;E-NODE-26-SRC-BIN;E-NODE-26-SRC-SEA;E-CORPUS-PREFLIGHT;E-CORPUS-APPLE","Direct Node/LIEF route stages, repairs, validates, hashes, reauthenticates, then atomically publishes.","exact binary capability; host-target and runtime matrix","public-operation-export","effect-build-node-sea","./AssembleDirect","assembleDirect","AssembleDirect","namespace-reexport","operation-specific module re-exported from the package root under the exact namespace key; candidate only until M3/M8 and surface-freeze approval"
"CAN-NODE-002","node-sea","generate-preparation-blob","selected-command","one-shot","scope-borrowed-value","none","none","none","product-wrapper-over-provider-command","node-sea / generate-preparation-blob / selected-command / one-shot / {scope-borrowed-value, none}","node --experimental-sea-config","NODE-SEA-LEGACY-BLOB","official-upstream-and-repository-law","advertised-shape-established","required","ship","selected-candidate-not-frozen","generator/base relations; cleanup and interruption","blocked-pending-executable-proof","R2-execution-required-docs-do-not-establish-lifecycle-or-remnants","block-freeze-or-record-explicit-pre-freeze-disposition-revision","operation-identity-ships-support-cells-unadmitted","not-implemented","runtime-proof-pending","E-NODE-BLOB-JSON;E-NODE-26-DOC-LEGACY;E-NODE-24-DOC;E-NODE-22-DOC;E-CORPUS-OWNERSHIP;E-CORPUS-PREFLIGHT","Modern preparation blob is a private scope-owned intermediate.","generator/base relations; cleanup and interruption","internal-stage-no-public-export","effect-build-node-sea","none","none","none","none-internal-stage","preparation blob is a scope-borrowed intermediate of AssembleLegacy; independent public export would permit invalid lifetime and relation states"
"CAN-NODE-003","node-sea","inject-preparation-blob","selected-command","one-shot","caller-owned-value","provider-direct-durable","atomic-published-durable","atomic-published-durable","product-wrapper-over-provider-command","node-sea / inject-preparation-blob / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","selected exact SEA injector","NODE-SEA-LEGACY-INJECT","official-upstream-and-repository-law","advertised-shape-established","required","ship","selected-candidate-not-frozen","injector candidate; target matrix; lifecycle","blocked-pending-executable-proof","R2-execution-required-docs-do-not-establish-lifecycle-or-remnants","block-freeze-or-record-explicit-pre-freeze-disposition-revision","operation-identity-ships-support-cells-unadmitted","not-implemented","runtime-proof-pending","E-NODE-26-DOC-LEGACY;E-NODE-26-DOC-PLATFORMS;E-NODE-26-DOC-LOADER;E-CORPUS-ADMISS;E-CORPUS-PREFLIGHT;E-CORPUS-APPLE","Legacy injection uses an exact offline injector, repair, validation, and atomic publication.","injector candidate; target matrix; lifecycle","public-operation-export","effect-build-node-sea","./AssembleLegacy","assembleLegacy","AssembleLegacy","namespace-reexport","operation-specific module re-exported from the package root under the exact namespace key; candidate only until M3/M8 and surface-freeze approval"
"CAN-ROL-001","rolldown","acquire-reusable-build","in-process-api","scoped-context","long-lived-handle","none","none","none","provider-native","rolldown / acquire-reusable-build / in-process-api / scoped-context / {long-lived-handle, none}","rolldown(input)","OP-ROL-001","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-ACQUIRE;E-ROL-HANDLE;E-ROL-INPUT;E-EB-GATES","Acquire RolldownBuild and bind its release to Scope.","concurrency and release law","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-002","rolldown","generate","in-process-api","scoped-context","caller-owned-value","none","none","none","provider-native","rolldown / generate / in-process-api / scoped-context / {caller-owned-value, none}","RolldownBuild.generate","OP-ROL-002","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","narrow-receipt-not-certified","E-ROL-HANDLE;E-ROL-OUTPUT-TYPES;E-ROL-OUTPUT-IMPL;E-ROL-EXTMEM;E-EB-RECEIPT","Generate ordered native chunks/assets without publication.","repeatability; concurrent use; external memory","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-003","rolldown","write","in-process-api","scoped-context","caller-owned-value","provider-direct-durable","provider-direct-durable","provider-direct-durable","provider-native","rolldown / write / in-process-api / scoped-context / {caller-owned-value, provider-direct-durable}","RolldownBuild.write","OP-ROL-003","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-HANDLE;E-ROL-OUTPUT-OPTIONS;E-ROL-OUTPUT-TYPES;E-ROL-PLUGIN;E-EB-LIFE","Write native output topology directly.","collisions; interruption; remnants","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-005","rolldown","build-one-shot-generate","in-process-api","one-shot","caller-owned-value","none","none","none","provider-native","rolldown / build-one-shot-generate / in-process-api / one-shot / {caller-owned-value, none}","experimental build generate","OP-ROL-005","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-BUILD;E-ROL-HANDLE;E-ROL-OUTPUT-IMPL","Acquire, generate, and close in finally.","interruption cleanup","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-006","rolldown","build-one-shot-write","in-process-api","one-shot","caller-owned-value","provider-direct-durable","provider-direct-durable","provider-direct-durable","provider-native","rolldown / build-one-shot-write / in-process-api / one-shot / {caller-owned-value, provider-direct-durable}","experimental build write","OP-ROL-006","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-BUILD;E-ROL-HANDLE;E-ROL-OUTPUT-OPTIONS;E-EB-LIFE","Acquire, write directly, and close in finally.","partial writes and interruption cleanup","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-007","rolldown","watch-direct-write","in-process-api","scoped-context","long-lived-handle","provider-direct-durable","provider-direct-durable","provider-direct-durable","provider-native","rolldown / watch-direct-write / in-process-api / scoped-context / {long-lived-handle, provider-direct-durable}","rolldown watch","OP-ROL-007","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-WATCH-API;E-ROL-WATCH-EVENT;E-ROL-WATCH-IMPL;E-ROL-INPUT","Watcher session with repeated direct writes and event result owners.","event order; result close; interruption","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-008","rolldown","watch-skip-write","in-process-api","scoped-context","long-lived-handle","none","none","none","provider-native","rolldown / watch-skip-write / in-process-api / scoped-context / {long-lived-handle, none}","rolldown watch skipWrite","OP-ROL-008","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-WATCH-API;E-ROL-WATCH-EVENT;E-ROL-WATCH-IMPL;E-ROL-HANDLE","Watcher session without automatic publication.","event order; result close; interruption","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-010","rolldown","cli-bundle-stdout","selected-command","one-shot","caller-owned-value","none","none","none","provider-native","rolldown / cli-bundle-stdout / selected-command / one-shot / {caller-owned-value, none}","selected rolldown stdout","OP-ROL-010","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-PKG;E-ROL-CLI-BUNDLE;E-ROL-CLI-ARGS;E-ROL-CONFIG","Selected command with human/raw stdout and stderr.","multi-output framing and collection bounds","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-011","rolldown","cli-bundle-write","selected-command","one-shot","caller-owned-value","provider-direct-durable","provider-direct-durable","provider-direct-durable","provider-native","rolldown / cli-bundle-write / selected-command / one-shot / {caller-owned-value, provider-direct-durable}","selected rolldown output","OP-ROL-011","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-CLI-BUNDLE;E-ROL-CLI-ARGS;E-ROL-CONFIG;E-EB-LIFE","Selected command returns a caller-owned process observation and writes provider output directly.","partial writes and signal remnants","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-012","rolldown","cli-watch","selected-command","scoped-process","long-lived-handle","provider-direct-durable","provider-direct-durable","provider-direct-durable","provider-native","rolldown / cli-watch / selected-command / scoped-process / {long-lived-handle, provider-direct-durable}","selected rolldown --watch","OP-ROL-012","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-CLI-BUNDLE;E-ROL-WATCH-API;E-ROL-WATCH-IMPL","Opaque selected child with human streams and repeated writes.","termination; reaping; remnants","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-013","rolldown","transform-source","in-process-api","one-shot","caller-owned-value","none","none","none","provider-native","rolldown / transform-source / in-process-api / one-shot / {caller-owned-value, none}","rolldown experimental transform","OP-ROL-013","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-UTILS;E-ROL-TRANSFORM;E-ROL-BINDING-DTS","Provider-native transform result and diagnostics.","runtime contract","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-014","rolldown","parse-source","in-process-api","one-shot","caller-owned-value","none","none","none","provider-native","rolldown / parse-source / in-process-api / one-shot / {caller-owned-value, none}","rolldown parse","OP-ROL-014","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-UTILS;E-ROL-PARSE;E-ROL-PARSE-AST;E-ROL-BINDING-DTS","Provider-native parse/AST utility.","runtime contract","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-015","rolldown","minify-source","in-process-api","one-shot","caller-owned-value","none","none","none","provider-native","rolldown / minify-source / in-process-api / one-shot / {caller-owned-value, none}","rolldown experimental minify","OP-ROL-015","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-UTILS;E-ROL-MINIFY;E-ROL-BINDING-DTS","Provider-native minify utility.","runtime contract","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-016","rolldown","resolve-module","in-process-api","one-shot","caller-owned-value","none","none","none","provider-native","rolldown / resolve-module / in-process-api / one-shot / {caller-owned-value, none}","rolldown experimental ResolverFactory","OP-ROL-016","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-EXPERIMENTAL;E-ROL-BINDING-DTS","Construct a reusable caller-owned resolver; no release protocol is established.","retention and release discovery","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-017","rolldown","scan-graph","in-process-api","one-shot","scope-borrowed-value","none","none","none","provider-native","rolldown / scan-graph / in-process-api / one-shot / {scope-borrowed-value, none}","rolldown experimental scan","OP-ROL-017","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-SCAN;E-ROL-EXPERIMENTAL;E-ROL-HANDLE","One-shot scan returns cleanup authority whose validity is bounded by Scope.","cleanup and interruption","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-018A","rolldown","acquire-dev-engine-memory","in-process-api","scoped-context","long-lived-handle","none","none","none","provider-native","rolldown / acquire-dev-engine-memory / in-process-api / scoped-context / {long-lived-handle, none}","rolldown experimental DevEngine without writes","OP-ROL-018","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-DEV;E-ROL-DEV-OPTIONS;E-ROL-EXPERIMENTAL","DevEngine session with callback/memory publication only.","complete ownership and callback backpressure","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-018B","rolldown","acquire-dev-engine-direct-write","in-process-api","scoped-context","long-lived-handle","provider-direct-durable","provider-direct-durable","provider-direct-durable","provider-native","rolldown / acquire-dev-engine-direct-write / in-process-api / scoped-context / {long-lived-handle, provider-direct-durable}","rolldown experimental DevEngine with writes","OP-ROL-018","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-DEV;E-ROL-DEV-OPTIONS;E-ROL-EXPERIMENTAL","DevEngine session configured for durable provider writes.","complete ownership; backpressure; remnants","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-020","rolldown","emit-isolated-declaration","in-process-api","one-shot","caller-owned-value","none","none","none","provider-native","rolldown / emit-isolated-declaration / in-process-api / one-shot / {caller-owned-value, none}","rolldown experimental isolated declaration","OP-ROL-020","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-EXPERIMENTAL;E-ROL-BINDING-DTS;E-EB-RECON","Provider-specific isolated declaration emission.","declaration correctness contract","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
"CAN-ROL-021","rolldown","module-runner-transform","in-process-api","one-shot","caller-owned-value","none","none","none","provider-native","rolldown / module-runner-transform / in-process-api / one-shot / {caller-owned-value, none}","deprecated Vite module-runner transform","OP-ROL-021","official-upstream","established","reject","reject","not-selected-rejected","none-rejection-established","not-applicable-rejected","rejection-supported-by-evidence-or-architecture-law","none-rejected-by-evidence-or-architecture-law","not-committed","not-started","source-only-not-certified","E-ROL-EXPERIMENTAL;E-ROL-BINDING-DTS","Deprecated Vite-only utility has no general provider contract.","none; rejection follows upstream scope","no-export-rejected","effect-build-rolldown","none","none","none","none-not-selected","semantic identity retained for negative surface tests; operation is rejected"
"CAN-ROL-022","rolldown","load-config","in-process-api","one-shot","caller-owned-value","none","none","none","provider-native","rolldown / load-config / in-process-api / one-shot / {caller-owned-value, none}","rolldown loadConfig","OP-ROL-022","official-upstream","established","provider-package-gate","defer","not-selected-deferred","not-current-freeze-candidate","not-applicable-deferred","reopen-only-after-named-evidence-gate","none-until-explicit-research-reopens-candidate","exact-v1.2.4-unadmitted","not-started","source-only-not-certified","E-ROL-CONFIG;E-ROL-CLI-BUNDLE;E-ROL-PKG","Executes caller-selected configuration code under explicit trust authority.","trust boundary and runtime behavior","no-export-deferred","effect-build-rolldown","none","none","none","none-not-selected","no export until the named evidence gate changes the exact defer disposition"
