"operation_id","semantic_identity","evidence_ref","evidence_source","evidence_row_key","evidence_status","support_effect"
"CAN-ESB-016","esbuild / build-direct-write / selected-command / one-shot / {caller-owned-value, provider-direct-durable}","EV-ESB-006","research/post-0.3/reconciliation/r2/esbuild/EVIDENCE-COORDINATES.csv","EV-ESB-006","not-certified","evidence-only-does-not-admit-support"
"CAN-ESB-016","esbuild / build-direct-write / selected-command / one-shot / {caller-owned-value, provider-direct-durable}","EV-ESB-016","research/post-0.3/reconciliation/r2/esbuild/EVIDENCE-COORDINATES.csv","EV-ESB-016","not-certified","evidence-only-does-not-admit-support"
"CAN-ESB-016","esbuild / build-direct-write / selected-command / one-shot / {caller-owned-value, provider-direct-durable}","EV-ESB-023","research/post-0.3/reconciliation/r2/esbuild/EVIDENCE-COORDINATES.csv","EV-ESB-023","not-certified","evidence-only-does-not-admit-support"
"CAN-ESB-016","esbuild / build-direct-write / selected-command / one-shot / {caller-owned-value, provider-direct-durable}","EV-ESB-024","research/post-0.3/reconciliation/r2/esbuild/EVIDENCE-COORDINATES.csv","EV-ESB-024","not-certified","evidence-only-does-not-admit-support"
"CAN-ESB-017","esbuild / build-watch / selected-command / scoped-process / {long-lived-handle, provider-direct-durable}","EV-ESB-006","research/post-0.3/reconciliation/r2/esbuild/EVIDENCE-COORDINATES.csv","EV-ESB-006","not-certified","evidence-only-does-not-admit-support"
"CAN-ESB-017","esbuild / build-watch / selected-command / scoped-process / {long-lived-handle, provider-direct-durable}","EV-ESB-016","research/post-0.3/reconciliation/r2/esbuild/EVIDENCE-COORDINATES.csv","EV-ESB-016","not-certified","evidence-only-does-not-admit-support"
"CAN-ESB-017","esbuild / build-watch / selected-command / scoped-process / {long-lived-handle, provider-direct-durable}","EV-ESB-023","research/post-0.3/reconciliation/r2/esbuild/EVIDENCE-COORDINATES.csv","EV-ESB-023","not-certified","evidence-only-does-not-admit-support"
"CAN-ESB-018","esbuild / serve / selected-command / scoped-process / {long-lived-handle, none}","EV-ESB-006","research/post-0.3/reconciliation/r2/esbuild/EVIDENCE-COORDINATES.csv","EV-ESB-006","not-certified","evidence-only-does-not-admit-support"
"CAN-ESB-018","esbuild / serve / selected-command / scoped-process / {long-lived-handle, none}","EV-ESB-016","research/post-0.3/reconciliation/r2/esbuild/EVIDENCE-COORDINATES.csv","EV-ESB-016","not-certified","evidence-only-does-not-admit-support"
"CAN-ESB-018","esbuild / serve / selected-command / scoped-process / {long-lived-handle, none}","EV-ESB-019","research/post-0.3/reconciliation/r2/esbuild/EVIDENCE-COORDINATES.csv","EV-ESB-019","not-certified","evidence-only-does-not-admit-support"
"CAN-ESB-018","esbuild / serve / selected-command / scoped-process / {long-lived-handle, none}","EV-ESB-023","research/post-0.3/reconciliation/r2/esbuild/EVIDENCE-COORDINATES.csv","EV-ESB-023","not-certified","evidence-only-does-not-admit-support"
"CAN-ESB-019","esbuild / build-host-stdout / in-process-api / one-shot / {none, none}","EV-ESB-003","research/post-0.3/reconciliation/r2/esbuild/EVIDENCE-COORDINATES.csv","EV-ESB-003","not-certified","evidence-only-does-not-admit-support"
"CAN-NODE-001","node-sea / assemble-direct / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","E-NODE-DIRECT","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-NODE-DIRECT","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-001","node-sea / assemble-direct / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","E-NODE-26-DOC-CONFIG","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-NODE-26-DOC-CONFIG","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-001","node-sea / assemble-direct / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","E-NODE-26-SRC-BIN","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-NODE-26-SRC-BIN","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-001","node-sea / assemble-direct / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","E-NODE-26-SRC-SEA","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-NODE-26-SRC-SEA","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-001","node-sea / assemble-direct / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","E-CORPUS-PREFLIGHT","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-CORPUS-PREFLIGHT","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-001","node-sea / assemble-direct / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","E-CORPUS-APPLE","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-CORPUS-APPLE","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-002","node-sea / generate-preparation-blob / selected-command / one-shot / {scope-borrowed-value, none}","E-NODE-BLOB-JSON","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-NODE-BLOB-JSON","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-002","node-sea / generate-preparation-blob / selected-command / one-shot / {scope-borrowed-value, none}","E-NODE-26-DOC-LEGACY","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-NODE-26-DOC-LEGACY","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-002","node-sea / generate-preparation-blob / selected-command / one-shot / {scope-borrowed-value, none}","E-NODE-24-DOC","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-NODE-24-DOC","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-002","node-sea / generate-preparation-blob / selected-command / one-shot / {scope-borrowed-value, none}","E-NODE-22-DOC","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-NODE-22-DOC","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-002","node-sea / generate-preparation-blob / selected-command / one-shot / {scope-borrowed-value, none}","E-CORPUS-OWNERSHIP","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-CORPUS-OWNERSHIP","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-002","node-sea / generate-preparation-blob / selected-command / one-shot / {scope-borrowed-value, none}","E-CORPUS-PREFLIGHT","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-CORPUS-PREFLIGHT","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-003","node-sea / inject-preparation-blob / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","E-NODE-26-DOC-LEGACY","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-NODE-26-DOC-LEGACY","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-003","node-sea / inject-preparation-blob / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","E-NODE-26-DOC-PLATFORMS","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-NODE-26-DOC-PLATFORMS","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-003","node-sea / inject-preparation-blob / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","E-NODE-26-DOC-LOADER","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-NODE-26-DOC-LOADER","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-003","node-sea / inject-preparation-blob / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","E-CORPUS-ADMISS","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-CORPUS-ADMISS","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-003","node-sea / inject-preparation-blob / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","E-CORPUS-PREFLIGHT","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-CORPUS-PREFLIGHT","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-NODE-003","node-sea / inject-preparation-blob / selected-command / one-shot / {caller-owned-value, atomic-published-durable}","E-CORPUS-APPLE","research/post-0.3/reconciliation/r2/node-sea/EVIDENCE-COORDINATES.csv","E-CORPUS-APPLE","runtime-proof-pending","evidence-only-does-not-admit-support"
"CAN-ROL-001","rolldown / acquire-reusable-build / in-process-api / scoped-context / {long-lived-handle, none}","E-ROL-ACQUIRE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-ACQUIRE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-001","rolldown / acquire-reusable-build / in-process-api / scoped-context / {long-lived-handle, none}","E-ROL-HANDLE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-HANDLE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-001","rolldown / acquire-reusable-build / in-process-api / scoped-context / {long-lived-handle, none}","E-ROL-INPUT","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-INPUT","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-001","rolldown / acquire-reusable-build / in-process-api / scoped-context / {long-lived-handle, none}","E-EB-GATES","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-EB-GATES","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-002","rolldown / generate / in-process-api / scoped-context / {caller-owned-value, none}","E-ROL-HANDLE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-HANDLE","narrow-receipt-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-002","rolldown / generate / in-process-api / scoped-context / {caller-owned-value, none}","E-ROL-OUTPUT-TYPES","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-OUTPUT-TYPES","narrow-receipt-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-002","rolldown / generate / in-process-api / scoped-context / {caller-owned-value, none}","E-ROL-OUTPUT-IMPL","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-OUTPUT-IMPL","narrow-receipt-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-002","rolldown / generate / in-process-api / scoped-context / {caller-owned-value, none}","E-ROL-EXTMEM","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-EXTMEM","narrow-receipt-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-002","rolldown / generate / in-process-api / scoped-context / {caller-owned-value, none}","E-EB-RECEIPT","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-EB-RECEIPT","narrow-receipt-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-003","rolldown / write / in-process-api / scoped-context / {caller-owned-value, provider-direct-durable}","E-ROL-HANDLE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-HANDLE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-003","rolldown / write / in-process-api / scoped-context / {caller-owned-value, provider-direct-durable}","E-ROL-OUTPUT-OPTIONS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-OUTPUT-OPTIONS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-003","rolldown / write / in-process-api / scoped-context / {caller-owned-value, provider-direct-durable}","E-ROL-OUTPUT-TYPES","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-OUTPUT-TYPES","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-003","rolldown / write / in-process-api / scoped-context / {caller-owned-value, provider-direct-durable}","E-ROL-PLUGIN","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-PLUGIN","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-003","rolldown / write / in-process-api / scoped-context / {caller-owned-value, provider-direct-durable}","E-EB-LIFE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-EB-LIFE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-005","rolldown / build-one-shot-generate / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-BUILD","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-BUILD","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-005","rolldown / build-one-shot-generate / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-HANDLE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-HANDLE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-005","rolldown / build-one-shot-generate / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-OUTPUT-IMPL","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-OUTPUT-IMPL","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-006","rolldown / build-one-shot-write / in-process-api / one-shot / {caller-owned-value, provider-direct-durable}","E-ROL-BUILD","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-BUILD","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-006","rolldown / build-one-shot-write / in-process-api / one-shot / {caller-owned-value, provider-direct-durable}","E-ROL-HANDLE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-HANDLE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-006","rolldown / build-one-shot-write / in-process-api / one-shot / {caller-owned-value, provider-direct-durable}","E-ROL-OUTPUT-OPTIONS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-OUTPUT-OPTIONS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-006","rolldown / build-one-shot-write / in-process-api / one-shot / {caller-owned-value, provider-direct-durable}","E-EB-LIFE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-EB-LIFE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-007","rolldown / watch-direct-write / in-process-api / scoped-context / {long-lived-handle, provider-direct-durable}","E-ROL-WATCH-API","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-WATCH-API","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-007","rolldown / watch-direct-write / in-process-api / scoped-context / {long-lived-handle, provider-direct-durable}","E-ROL-WATCH-EVENT","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-WATCH-EVENT","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-007","rolldown / watch-direct-write / in-process-api / scoped-context / {long-lived-handle, provider-direct-durable}","E-ROL-WATCH-IMPL","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-WATCH-IMPL","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-007","rolldown / watch-direct-write / in-process-api / scoped-context / {long-lived-handle, provider-direct-durable}","E-ROL-INPUT","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-INPUT","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-008","rolldown / watch-skip-write / in-process-api / scoped-context / {long-lived-handle, none}","E-ROL-WATCH-API","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-WATCH-API","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-008","rolldown / watch-skip-write / in-process-api / scoped-context / {long-lived-handle, none}","E-ROL-WATCH-EVENT","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-WATCH-EVENT","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-008","rolldown / watch-skip-write / in-process-api / scoped-context / {long-lived-handle, none}","E-ROL-WATCH-IMPL","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-WATCH-IMPL","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-008","rolldown / watch-skip-write / in-process-api / scoped-context / {long-lived-handle, none}","E-ROL-HANDLE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-HANDLE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-010","rolldown / cli-bundle-stdout / selected-command / one-shot / {caller-owned-value, none}","E-ROL-PKG","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-PKG","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-010","rolldown / cli-bundle-stdout / selected-command / one-shot / {caller-owned-value, none}","E-ROL-CLI-BUNDLE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-CLI-BUNDLE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-010","rolldown / cli-bundle-stdout / selected-command / one-shot / {caller-owned-value, none}","E-ROL-CLI-ARGS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-CLI-ARGS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-010","rolldown / cli-bundle-stdout / selected-command / one-shot / {caller-owned-value, none}","E-ROL-CONFIG","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-CONFIG","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-011","rolldown / cli-bundle-write / selected-command / one-shot / {caller-owned-value, provider-direct-durable}","E-ROL-CLI-BUNDLE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-CLI-BUNDLE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-011","rolldown / cli-bundle-write / selected-command / one-shot / {caller-owned-value, provider-direct-durable}","E-ROL-CLI-ARGS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-CLI-ARGS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-011","rolldown / cli-bundle-write / selected-command / one-shot / {caller-owned-value, provider-direct-durable}","E-ROL-CONFIG","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-CONFIG","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-011","rolldown / cli-bundle-write / selected-command / one-shot / {caller-owned-value, provider-direct-durable}","E-EB-LIFE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-EB-LIFE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-012","rolldown / cli-watch / selected-command / scoped-process / {long-lived-handle, provider-direct-durable}","E-ROL-CLI-BUNDLE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-CLI-BUNDLE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-012","rolldown / cli-watch / selected-command / scoped-process / {long-lived-handle, provider-direct-durable}","E-ROL-WATCH-API","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-WATCH-API","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-012","rolldown / cli-watch / selected-command / scoped-process / {long-lived-handle, provider-direct-durable}","E-ROL-WATCH-IMPL","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-WATCH-IMPL","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-013","rolldown / transform-source / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-UTILS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-UTILS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-013","rolldown / transform-source / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-TRANSFORM","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-TRANSFORM","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-013","rolldown / transform-source / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-BINDING-DTS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-BINDING-DTS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-014","rolldown / parse-source / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-UTILS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-UTILS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-014","rolldown / parse-source / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-PARSE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-PARSE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-014","rolldown / parse-source / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-PARSE-AST","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-PARSE-AST","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-014","rolldown / parse-source / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-BINDING-DTS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-BINDING-DTS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-015","rolldown / minify-source / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-UTILS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-UTILS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-015","rolldown / minify-source / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-MINIFY","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-MINIFY","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-015","rolldown / minify-source / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-BINDING-DTS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-BINDING-DTS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-016","rolldown / resolve-module / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-EXPERIMENTAL","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-EXPERIMENTAL","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-016","rolldown / resolve-module / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-BINDING-DTS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-BINDING-DTS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-017","rolldown / scan-graph / in-process-api / one-shot / {scope-borrowed-value, none}","E-ROL-SCAN","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-SCAN","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-017","rolldown / scan-graph / in-process-api / one-shot / {scope-borrowed-value, none}","E-ROL-EXPERIMENTAL","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-EXPERIMENTAL","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-017","rolldown / scan-graph / in-process-api / one-shot / {scope-borrowed-value, none}","E-ROL-HANDLE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-HANDLE","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-018A","rolldown / acquire-dev-engine-memory / in-process-api / scoped-context / {long-lived-handle, none}","E-ROL-DEV","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-DEV","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-018A","rolldown / acquire-dev-engine-memory / in-process-api / scoped-context / {long-lived-handle, none}","E-ROL-DEV-OPTIONS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-DEV-OPTIONS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-018A","rolldown / acquire-dev-engine-memory / in-process-api / scoped-context / {long-lived-handle, none}","E-ROL-EXPERIMENTAL","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-EXPERIMENTAL","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-018B","rolldown / acquire-dev-engine-direct-write / in-process-api / scoped-context / {long-lived-handle, provider-direct-durable}","E-ROL-DEV","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-DEV","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-018B","rolldown / acquire-dev-engine-direct-write / in-process-api / scoped-context / {long-lived-handle, provider-direct-durable}","E-ROL-DEV-OPTIONS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-DEV-OPTIONS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-018B","rolldown / acquire-dev-engine-direct-write / in-process-api / scoped-context / {long-lived-handle, provider-direct-durable}","E-ROL-EXPERIMENTAL","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-EXPERIMENTAL","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-020","rolldown / emit-isolated-declaration / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-EXPERIMENTAL","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-EXPERIMENTAL","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-020","rolldown / emit-isolated-declaration / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-BINDING-DTS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-BINDING-DTS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-020","rolldown / emit-isolated-declaration / in-process-api / one-shot / {caller-owned-value, none}","E-EB-RECON","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-EB-RECON","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-021","rolldown / module-runner-transform / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-EXPERIMENTAL","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-EXPERIMENTAL","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-021","rolldown / module-runner-transform / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-BINDING-DTS","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-BINDING-DTS","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-022","rolldown / load-config / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-CONFIG","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-CONFIG","source-only-not-certified","evidence-only-does-not-admit-support"
"CAN-ROL-022","rolldown / load-config / in-process-api / one-shot / {caller-owned-value, none}","E-ROL-CLI-BUNDLE","research/post-0.3/reconciliation/r2/rolldown/EVIDENCE-COORDINATES.csv","E-ROL-CLI-BUNDLE","source-only-not-certified","evidence-only-does-not-admit-support"
