claim_id,classification,provider,claim,request_config_authority,transport_lane,lifecycle,resource_result,output_publication,failure_law,interruption_law,provider_implementation_identity,host_target_relations,compatibility_owner,evaluation_phase,operation_ref,provenance,semantic_disposition,source_refs
SC-E-32,result field,esbuild,"Message/Note/Location carry id, pluginName, unmodified detail, and byte-offset column/length; BuildFailure carries the same arrays",,,,,,,,,,,,CO-ESB-01..CO-ESB-05,tagged-source,established,CLM-064;CLM-065
SC-E-33,result field,esbuild,"OutputFile carries path, contents, hash with no declared algorithm, and a lazily re-decoding text getter; the hash cannot satisfy D12 without independent identification",,,,,,,,,,,,CO-ESB-01;CO-ESB-11,tagged-source,established,CLM-067
SC-E-34,result field,esbuild,"Metafile schema (per-input bytes, kinds, external/original/with, per-output attribution, file-loader kind, exports, entryPoint, cssBundle) must be preserved verbatim",,,,,,,,,,,,CO-ESB-01;CO-ESB-02;CO-ESB-04,tagged-source,established,CLM-068;E08;E10
SC-E-35,relation,esbuild,esbuild.binaryHashes exists from 0.28.0; three WASM-fallback platforms are unhashed; the integrity check runs only on fallback acquisition paths and is skipped under --ignore-scripts,,,,,,,,,,,,CO-ESB-01..CO-ESB-19,package-inspection,established,CLM-075..077
SC-E-36,relation,esbuild,The first-packet host/binary version check fires at first use inside a stdout handler; it is not a Layer-acquisition check,,,,,,,,,,,,CO-ESB-01..CO-ESB-14;CO-ESB-19,tagged-source,established,CLM-078
SC-E-37,relation,esbuild,The installed bin/esbuild may be a hardlinked native binary or a node shim decided at install time; selected-command identity must be the content digest of the selected file,,,,,,,,,,,,CO-ESB-15..CO-ESB-18,package-inspection,established,CLM-079;CLM-117
SC-E-38,relation,esbuild,ESBUILD_BINARY_PATH rewrites bin/esbuild and lib/main.js at install time; a published-tarball digest does not authenticate an installed tree,,,,,,,,,,,,CO-ESB-01..CO-ESB-19,package-inspection,established,CLM-080;CLM-092
SC-E-39,relation,esbuild,GHSA-g7r4-m6w7-qqqr: serve path traversal on Windows patched 0.28.1 (lower bound unresolved between advisory and imported matrix),,,,,,,,,,,,CO-ESB-18,upstream-advisory,established,CLM-083;CM-20
SC-E-40,relation,esbuild,GHSA-gv7w-rqvm-qjhr: Deno-host-only unverified binary download >=0.17.0 to 0.28.1; not inheritable by node/bun hosts,,,,,,,,,,,,CO-ESB-01..CO-ESB-19 (deno host cells only),upstream-advisory,established,CLM-084
SC-E-41,relation,esbuild,Input-overwrite protection regressed 0.17.0-0.28.1 inclusive and was restored at 0.28.2 (release-note-only behavioral hole),,,,,,,,,,,,CO-ESB-02;CO-ESB-16,changelog,established,CLM-085;CLM-059
SC-E-42,relation,esbuild,CLI loader enumeration and TypeScript Loader union disagree in both directions (global-css vs default); authority per call site unresolved,,,,,,,,,,,,CO-ESB-15;CO-ESB-16,package-inspection,established,CLM-082
SC-E-43,external-platform-primitive,esbuild,"The shared native child is spawned with stderr inherited, cwd captured at module load, and unref'd; effect-build owns neither its streams nor its lifetime",,,,,,,,,,,,CO-ESB-01..CO-ESB-14;CO-ESB-19,tagged-source,established,CLM-095;CLM-096;CLM-115
SC-E-44,external-platform-primitive,esbuild,"Ambient env controls: ESBUILD_BINARY_PATH, ESBUILD_WORKER_THREADS, ESBUILD_MAX_BUFFER, NPM_CONFIG_REGISTRY (deno host); postinstall may perform network acquisition upstream of effect-build phases",,,,,,,,,,,,CO-ESB-01..CO-ESB-19,package-inspection,established,CLM-092..094;CLM-101
SC-E-45,external-platform-primitive,esbuild,Large transform inputs stage through an os.tmpdir() file unlinked by the reader; threshold and interruption cleanup unproven,,,,,,,,,,,,CO-ESB-03;CO-ESB-08,tagged-source,established,CLM-097
SC-E-46,runtime capability,esbuild,esbuild.version reports the JS package's own version and proves nothing about the native binary,,,,,,,,,,,,RC-ESB-01,tagged-source,established,CLM-087
SC-E-47,runtime capability,esbuild,"PluginBuild.esbuild hands every plugin a complete copy of the library including sync variants, so plugin authority cannot be bounded by effect-build",,,,,,,,,,,,CO-ESB-01;CO-ESB-11,tagged-source,established,CLM-088
SC-E-48,architecture-law,esbuild,The native child is process-global and shared with foreign owners; no effect-build scope may terminate it and it must not be modeled as a selected command,,,,,,,,,,,,,tagged-source+governance,accepted,CLM-105;CLM-106;LAW-ESB-01/02
SC-E-49,architecture-law,esbuild,CLI --watch/--serve are not semantic twins of context.watch/context.serve and must never share a name or policy,,,,,,,,,,,,,tagged-source+governance,accepted,CLM-107;LAW-ESB-03
SC-E-50,architecture-law,esbuild,provider-direct-durable is the only truthful publication class for esbuild write modes (no staging/rename/rollback),,,,,,,,,,,,,tagged-source+governance,accepted,CLM-113;LAW-ESB-09
SC-E-51,architecture-law,esbuild,No one-shot esbuild operation is cancellable; interruption stops the fiber awaiting while the child continues; documentation must say exactly that,,,,,,,,,,,,,tagged-source+governance,accepted,CLM-114;LAW-ESB-10
SC-E-52,architecture-law,esbuild,esbuild's native stderr is inherited and its host-stdout path uses console.log; captured/attributed provider diagnostics must not be promised in in-process lanes,,,,,,,,,,,,,tagged-source+governance,accepted,CLM-115;LAW-ESB-11
SC-E-53,portable-role,esbuild,esbuild is a NodeMainProgram producer candidate (one recorded direct-main fixture); IncrementalNodeMain conformance was recorded without post-release rejection; BrowserModulePayload has zero esbuild executions,,,,,,,,,,,,,archive+recorded-execution,proposed,CLM-102..104
SC-S-01,operation,node-sea,node --build-sea assembles a SEA in one selected Node process (blob generation + LIEF injection in-core),selected Node builder; SEA config,selected-command,one-shot,caller-owned-value,provider-direct-durable (wrapper publishes atomically),wrapper-typed relation/validation failures + provider diagnostics,scope terminates children; staged cleanup; post-rename durable,exact builder content identity + LIEF/SEA capability,route/version/mode/target relations,effect-build-node-sea,all phases,CO-SEA-01,official upstream v26.7.0 + repository law,established,NODE-SEA-DIRECT;AC-OP-001;S01
SC-S-02,operation,node-sea,node --experimental-sea-config generates the modern preparation blob as a private scope-borrowed intermediate,selected Node generator; SEA config,selected-command,one-shot,scope-borrowed-value,none,generator failures,scope cleanup of blob,exact generator content identity,generator/base same-version relation,effect-build-node-sea,preflight+launch+execution,CO-SEA-02,official upstream versioned docs + commits,established,NODE-SEA-LEGACY-BLOB;AC-OP-002;S08
SC-S-03,operation,node-sea,An explicitly selected injector injects the blob into a copied base executable; repair/validation/publication follow,base copy + blob + exact injector,selected-command,one-shot,caller-owned-value,provider-direct-durable (wrapper publishes atomically),injector/structural/repair failures,scope terminates children; staged cleanup,exact injector + base content identities,format/arch/fuse relations,effect-build-node-sea,all phases,CO-SEA-03,official upstream versioned docs + repository law,established,NODE-SEA-LEGACY-INJECT;AC-OP-003;S08
SC-S-04,request mode,node-sea,Direct and legacy construction are mutually explicit route choices; no transparent fallback is permitted,,,,,,,,,,,,CO-SEA-01;CO-SEA-02;CO-SEA-03,upstream+repository,established,AC-RM-001
SC-S-05,request mode,node-sea,mainFormat selects commonjs (default; all modern routes) or module (exact lines from v25.7.0; absent from maintained v24.19/v22.23),,,,,,,,,,,,CO-SEA-01;CO-SEA-02,upstream versioned docs+commits,established,AC-RM-002;AC-RM-003;S02;S03
SC-S-06,request mode,node-sea,The assets map embeds files by logical key at build time (v21.7.0/v20.12.0+); keys must be unique and paths readable,,,,,,,,,,,,CO-SEA-01;CO-SEA-02,upstream+commits,established,AC-RM-007;AC-REL-017;S04
SC-S-07,request mode,node-sea,useSnapshot runs the main during preparation and embeds a startup snapshot (v20.6.0+); deserialize-main callback required,,,,,,,,,,,,CO-SEA-01;CO-SEA-02,upstream+commits,established,AC-RM-008;S06
SC-S-08,request mode,node-sea,useCodeCache embeds V8 code cache (CJS v20.6.0+; ESM v25.9.0+; dynamic import documented not to work under CJS cache),,,,,,,,,,,,CO-SEA-01;CO-SEA-02,upstream+commits,established,AC-RM-009;AC-REL-013;S05
SC-S-09,request mode,node-sea,execArgv embeds fixed Node flags; execArgvExtension none|env|cli governs runtime extension (env is upstream default; policy selection belongs in receipts),,,,,,,,,,,,CO-SEA-01;CO-SEA-02,upstream+commits,established,AC-RM-010..013;S07
SC-S-10,modifier,node-sea,The wrapper rewrites the Node config output to a private same-parent candidate; the public destination is only reached by post-validation atomic rename,,,,,,,,,,,,CO-SEA-01;CO-SEA-03,repository-law,accepted,AC-MOD-001
SC-S-11,modifier,node-sea,disableExperimentalSEAWarning controls only the warning and never functions as capability or admission,,,,,,,,,,,,CO-SEA-01;CO-SEA-02,upstream+repository,established,AC-RM-014
SC-S-12,result field,node-sea,"Receipts record route identity, builder identity and participant collapse, base identity, injector identity/capability, requested and observed target/format/repair path, and the digest of final post-repair bytes; judgment axes stay independent",,,,,,,,,,,,CO-SEA-01;CO-SEA-02;CO-SEA-03,repository-law,accepted,AC-RES-001..007
SC-S-13,sub-operation,node-sea,Direct build internally generates a preparation blob then injects through the LIEF-backed ELF/Mach-O/PE path and flips the SEA fuse,,,,,,,,,,,,CO-SEA-01,upstream-source,established,AC-SUB-001;AC-SUB-002
SC-S-14,sub-operation,node-sea,"Legacy pipeline: copy authenticated base to private staging, inject with the exact selected injector only, repair, structurally validate, hash, recheck inputs, atomically rename",,,,,,,,,,,,CO-SEA-03,upstream+repository-law,established,AC-SUB-003..009
SC-S-15,sub-operation,node-sea,Target-specific candidate-correctness repair runs after the final content mutation and before validation/digest/publication,,,,,,,,,,,,CO-SEA-01;CO-SEA-03,upstream+repository-law,established,AC-SUB-005;AC-LAW-007
SC-S-16,relation,node-sea,Builder/base same-Node-version equality is non-overridable wherever the participants are separate (direct explicit-base and the whole legacy route); direct default-base collapses participants,,,,,,,,,,,,CO-SEA-01;CO-SEA-02;CO-SEA-03,upstream+recorded falsifier,established,AC-REL-001..003;S10;CM-22..24
SC-S-17,relation,node-sea,Version is necessary but not sufficient: the exact binary must expose --build-sea with LIEF and SEA support (custom builds may lack them); capability probes have present/absent/indeterminate outcomes,,,,,,,,,,,,CO-SEA-01,upstream-source,established,AC-REL-004;AC-REL-005;AC-REL-006
SC-S-18,relation,node-sea,Version-gate ledger: modern blob v20.0.0; snapshot v20.6.0; CJS cache v20.6.0; assets+runtime APIs v21.7.0/v20.12.0; execArgv+extension v24.7.0/v22.20.0; getAssetKeys v24.8.0/v22.20.0; direct build v25.5.0; default-base argv0 fix v25.7.0; ESM v25.7.0; ESM cache v25.9.0,,,,,,,,,,,,CO-SEA-01;CO-SEA-02;CO-SEA-03,upstream commit ledger,established,AC-REL-013..016;SEA-availability-ledger
SC-S-19,relation,node-sea,Illegal/ambiguous mode combinations: ESM+snapshot illegal; cross-target requires snapshot=false and cache=false (non-overridable); CJS snapshot+cache is redundant and must be canonicalized or rejected before launch,,,,,,,,,,,,CO-SEA-01;CO-SEA-02,upstream+repository,established,AC-REL-009;AC-REL-011;AC-REL-012;CM-25
SC-S-20,relation,node-sea,The selected base's executable format and architecture must equal the requested target before any mutation; a cell lacking required repair/validation topology is ineligible not partially publishable,,,,,,,,,,,,CO-SEA-01;CO-SEA-03,upstream+repository,established,AC-REL-018;AC-REL-019
SC-S-21,relation,node-sea,The Linux arm64 container/native-addon crash is specific to postject-produced ELF output; a route-specific deny hole not generalizable to direct LIEF output without evidence,,,,,,,,,,,,CO-SEA-03,upstream-documentation,established,AC-REL-020
SC-S-22,relation,node-sea,Legacy injection requires an exact injector identity (content/version/offline behavior/format capability); unpinned npx postject is not an admissible identity,,,,,,,,,,,,CO-SEA-03,upstream+repository,established,AC-REL-007;AC-RES-004
SC-S-23,runtime capability,node-sea,"node:sea runtime lookups: isSea; getAsset (copied); getAssetAsBlob; getRawAsset (no-copy runtime-borrowed view; write-through rejected); getAssetKeys — capabilities of the artifact contract, not build operations",,,runtime-lookup,,,,,embedded base Node identity,artifact runtime,effect-build-node-sea,artifact runtime,RC-SEA-01;RC-SEA-02;RC-SEA-03;RC-SEA-04;RC-SEA-05,upstream+commits,established,AC-RC-001..006;S04
SC-S-24,runtime capability,node-sea,Injected require/import resolve builtins only by default; createRequire is an explicit filesystem escape outside the strict sealed-main role; import.meta identifies execPath; native addons load via asset extraction + process.dlopen,,,,,,,,,,,,CO-SEA-01;CO-SEA-02;CO-SEA-03,upstream versioned docs,established,AC-RC-007..012;S02;S03
SC-S-25,post-production mutation,node-sea,macOS: legacy route removes the copied base's stale signature before mutation; current direct Mach-O LIEF injection removes an existing signature internally,,,,,,,,,,,,CO-SEA-01;CO-SEA-03,upstream docs+source,established,AC-PPM-001;AC-PPM-002
SC-S-26,post-production mutation,node-sea,A macOS candidate receives ad-hoc codesign after its final content mutation when required for executable correctness; this makes no identity or distribution-trust claim,,,,,,,,,,,,CO-SEA-01;CO-SEA-03,upstream+repository,established,AC-PPM-003;D11-layer1
SC-S-27,post-production mutation,node-sea,"Developer ID signing, notarization, app bundles/ZIP/DMG/pkg containers, stapling, and Gatekeeper are excluded from the provider canon (R9/M4 boundary)",,,,,,,,,,,,,repository-boundary,accepted,AC-PPM-004..007;S09
SC-S-28,external-platform-primitive,node-sea,"codesign remove/sign, optional Windows signtool remove, per-format structural inspectors, and target-host launch oracles are external platform primitives selected per target",,,,,,,,,,,,CO-SEA-01;CO-SEA-03,upstream+repository,established,AC-EPP-001..006
SC-S-29,architecture-law,node-sea,No fallback from a selected command/route/participant after acquisition; all non-overridable relations are evaluated before any mutation,,,,,,,,,,,,,repository-law,accepted,AC-LAW-001;AC-LAW-002
SC-S-30,architecture-law,node-sea,Selected content is reauthenticated at launch; candidates live in private same-parent staging under a scope; children are scoped and reaped; validation and digest follow the last mutation; atomic rename is the only publication transition; post-commit interruption does not revoke the durable output,,,,,,,,,,,,,repository-law,accepted,AC-LAW-003..008;AC-SUB-011
SC-S-31,architecture-law,node-sea,Interruption remains interruption (cleanup failures are secondary); allowUntestedVersion cannot override capabilities/relations/holes; documentation and upstream CI coverage never certify runtime behavior or admit support,,,,,,,,,,,,,repository-law,accepted,AC-LAW-009..013
SC-S-32,portable-role,node-sea,"The strict sealed-main role is one authenticated bundled main with no hidden acquisition and negotiated import/asset classes; provider-native capabilities (createRequire, raw views, snapshots, argv extension) stay outside the role rather than weakening it",,,,,,,,,,,,,repository-proposal,proposed,AC-ROLE-001;AC-ROLE-002;R01
SC-R-01,operation,rolldown,rolldown(input) acquires a reusable scoped build owner capturing input options,input options; plugins,in-process-api,scoped-context,long-lived-handle,none,acquisition failures; post-close recorded,close/asyncDispose is the release,relational package identity,host cells incl. libc family; Bun unproven,effect-build-rolldown,preflight+execution,CO-ROL-01,tagged source v1.2.4 + archived receipt,established,OP-ROL-001;AC-ROL-001
SC-R-02,operation,rolldown,generate produces caller-owned output against the acquired handle without publication,per-call output options,in-process-api,scoped-context,caller-owned-value,none,provider-native failures; concurrency unknown,external-memory semantics empirical,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-02,tagged source + archived seed,established,OP-ROL-002;AC-ROL-002
SC-R-03,operation,rolldown,write publishes provider-direct durable files against the acquired handle,per-call output options + destination,in-process-api,scoped-context,caller-owned-value,provider-direct-durable,not atomic; collisions empirical,remnants empirical,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-03,tagged source,established,OP-ROL-003;AC-ROL-003
SC-R-04,operation,rolldown,experimental build() one-shot generates in memory (acquire/generate/close in finally),build options,in-process-api,one-shot,caller-owned-value,none,provider-native failures,finally-cleanup empirical,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-04,tagged source,established,OP-ROL-005;AC-ROL-005
SC-R-05,operation,rolldown,experimental build() one-shot write is provider-direct durable (default mode),build options + destination,in-process-api,one-shot,caller-owned-value,provider-direct-durable,not atomic,remnants empirical,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-05,tagged source,established,OP-ROL-006;AC-ROL-006
SC-R-06,operation,rolldown,watch() opens an in-process event session with repeated provider-direct writes,watch options,in-process-api,scoped-context,long-lived-handle,provider-direct-durable,event/rebuild laws empirical,watcher close is the release,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-06,tagged source,established,OP-ROL-007;AC-ROL-007
SC-R-07,operation,rolldown,watch() with skipWrite opens an event session without automatic publication,watch options,in-process-api,scoped-context,long-lived-handle,none,as SC-R-06,as SC-R-06,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-07,tagged source,established,OP-ROL-008;AC-ROL-008
SC-R-08,operation,rolldown,selected rolldown CLI to stdout is a one-shot command; stdout is human-oriented and may interleave multiple outputs,selected bin; argv/cwd/env; config,selected-command,one-shot,caller-owned-value,none,exit + human streams,scope owns child,selected command content identity,any spawning host,effect-build-rolldown,preflight+launch+execution,CO-ROL-08,tagged source,established,OP-ROL-010;AC-ROL-010
SC-R-09,operation,rolldown,selected rolldown CLI with output destination performs provider-direct durable writes,selected bin,selected-command,one-shot,caller-owned-value,provider-direct-durable,not atomic,scope owns child,selected command content identity,any spawning host,effect-build-rolldown,preflight+launch+execution,CO-ROL-09,tagged source,established,OP-ROL-011;AC-ROL-011
SC-R-10,operation,rolldown,selected rolldown CLI watch is a long-running scoped child with human streams and repeated writes,selected bin; watch flags,selected-command,scoped-process,long-lived-handle,provider-direct-durable,no typed events,scope terminates child,selected command content identity,any spawning host,effect-build-rolldown,preflight+launch+execution,CO-ROL-10,tagged source,established,OP-ROL-012;AC-ROL-012
SC-R-11,operation,rolldown,transform converts one source with optional map/declaration fields and diagnostics (experimental),per-call options,in-process-api,one-shot,caller-owned-value,none,provider diagnostics,stops awaiting,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-11,tagged source,established,OP-ROL-013;AC-ROL-013
SC-R-12,operation,rolldown,parse returns a parse/AST value (public utility),per-call options,in-process-api,one-shot,caller-owned-value,none,provider diagnostics,stops awaiting,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-12,tagged source,established,OP-ROL-014;AC-ROL-014
SC-R-13,operation,rolldown,minify returns code with optional map and diagnostics (experimental),per-call options,in-process-api,one-shot,caller-owned-value,none,provider diagnostics,stops awaiting,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-13,tagged source,established,OP-ROL-015;AC-ROL-015
SC-R-14,operation,rolldown,ResolverFactory construction creates a reusable resolver whose resolve calls are sub-operations (no documented release),constructor options,in-process-api,one-shot,caller-owned-value,none,per-call resolution errors,no release protocol,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-14,tagged source,established,OP-ROL-016;AC-ROL-016
SC-R-15,operation,rolldown,scan returns a value carrying a cleanup obligation (promise resolving to cleanup),scan options,in-process-api,one-shot,scope-borrowed-value,none,cleanup-failure semantics empirical,interruption-vs-cleanup empirical,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-15,tagged source,established,OP-ROL-017;AC-ROL-017
SC-R-16,operation,rolldown,emitIsolatedDeclaration returns declaration code/map/diagnostics (experimental; rejected from current profile),per-call options,in-process-api,one-shot,caller-owned-value,none,provider diagnostics,stops awaiting,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-16,tagged source,established,OP-ROL-020;AC-ROL-020
SC-R-17,operation,rolldown,module-runner transform is deprecated Vite-only and rejected as a general provider operation,per-call options,in-process-api,one-shot,caller-owned-value,none,provider diagnostics,stops awaiting,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-17,tagged source,established,OP-ROL-021;AC-ROL-021
SC-R-18,operation,rolldown,loadConfig executes caller-selected configuration code and returns the resolved config (explicit trust boundary),config path,in-process-api,one-shot,caller-owned-value,none,load/evaluation rejection,stops awaiting; side effects caller authority,relational package identity,as owner,effect-build-rolldown,execution,CO-ROL-18,tagged source,established,OP-ROL-022;AC-ROL-022;AC-ROL-115
SC-R-19,operation,rolldown,DevEngine acquires a development build/HMR state owner whose publication depends on configured callbacks/write mode (unresolved mode split; rejected from current profile),dev options; callbacks,in-process-api,scoped-context,long-lived-handle,unresolved-mode-dependent,empirical,close is the release,relational package identity,as owner,effect-build-rolldown,execution,CU-ROL-01,tagged source,proposed,OP-ROL-018;OP-ROL-019;AC-ROL-018;AC-ROL-019
SC-R-20,request mode,rolldown,"Input accepts single/array/record entries; plugins may be async; external supports patterns/functions; platform changes resolution defaults; loader/module-type, aliases, conditions and tsconfig-like options modify resolution",,,,,,,,,,,,CO-ROL-01;CO-ROL-04..07,tagged source,established,AC-ROL-023;AC-ROL-024;AC-ROL-029..033
SC-R-21,request mode,rolldown,Per-call output options select generate vs write and carry format/naming/sourcemap modes (publication selected per call not per handle),,,,,,,,,,,,CO-ROL-02;CO-ROL-03,tagged source,established,AC-ROL-025..028;AC-ROL-034..036
SC-R-22,result field,rolldown,RolldownOutput.output is ordered chunks/assets; OutputChunk carries code/fileName/imports distinguishing kinds; OutputAsset carries fileName/source; SourceMap carries mappings; rendered-module metadata present — provider schema must be preserved,,,,,,,,,,,,CO-ROL-02;CO-ROL-04,tagged source,established,AC-ROL-037..042;AC-ROL-132
SC-R-23,result field,rolldown,Generated output may retain native external memory; keepData/freeExternalMemory govern release; retained-result semantics empirical,,,,,,,,,,,,CO-ROL-02,tagged source,established,AC-ROL-043;AC-ROL-044
SC-R-24,result field,rolldown,Watch bundle events carry result handles that require their own close independent of watcher close,,,,,,,,,,,,CO-ROL-06;CO-ROL-07,tagged source,established,AC-ROL-049;AC-ROL-093
SC-R-25,sub-operation,rolldown,"Plugin hook system (options, buildStart, resolveId, resolveDynamicImport, load, transform, moduleParsed, buildEnd, render hooks, augmentChunkHash, renderChunk, generateBundle, writeBundle, closeBundle, watchChange, closeWatcher) — sub-operations of their owner; generateBundle mutates the output set pre-publication; writeBundle observes post-write; plugin filesystem access is an authority fact",,,,,,,,,,,,CO-ROL-01..CO-ROL-07,tagged source,established,AC-ROL-052..073;AC-ROL-104..106
SC-R-26,sub-operation,rolldown,close/Symbol.asyncDispose releases the reusable build; watcher close releases the session; close idempotency and racing-generate/write behavior are empirical,,,,,,,,,,,,CO-ROL-01;CO-ROL-06;CO-ROL-07,tagged source + archived receipt,established,OP-ROL-004;OP-ROL-009;AC-ROL-099;AC-ROL-108
SC-R-27,relation,rolldown,Rolldown identity is relational: JS package + native loader + selected platform package or WASI fallback + loaded native bytes + host runtime; Linux selection depends on libc family; engines metadata is not certification; Bun host is an independent unproven cell,,,,,,,,,,,,CO-ROL-01..CO-ROL-18;CU-ROL-01,package-inspection+tagged source,established,AC-ROL-074..079;AC-ROL-087;AC-ROL-088
SC-R-28,relation,rolldown,Selected-command identity is observed separately from the imported package identity and reauthenticated at launch,,,,,,,,,,,,CO-ROL-08..CO-ROL-10,repository-law,accepted,AC-ROL-080;AC-ROL-081
SC-R-29,relation,rolldown,Exact evidence at 1.2.4 does not create a range; experimental/deprecated annotations are upstream stability statements not effect-build support decisions,,,,,,,,,,,,CO-ROL-01..CO-ROL-18;CU-ROL-01,governance,accepted,AC-ROL-082..084
SC-R-30,architecture-law,rolldown,"Compatibility fails closed for missing/ambiguous native packages, package/native incoherence, unsupported host relations, missing capabilities, replaced selected commands, and known holes; an untested-version override admits only policy uncertainty after those gates pass",,,,,,,,,,,,,repository-law,accepted,AC-ROL-109..112
SC-R-31,architecture-law,rolldown,Provider-package success and IncrementalNodeMain profile success are independent gates in both directions (D15),,,,,,,,,,,,,governance,accepted,AC-ROL-131;AC-ROL-140;D15
SC-R-32,portable-role,rolldown,IncrementalNodeMain remains an independent profile candidate; the archived narrow generate/close fixture is a seed not conformance,,,,,,,,,,,,,proposal+recorded-execution,proposed,AC-ROL-086;AC-ROL-117;AC-ROL-118;AC-ROL-160
SC-X-01,external-platform-primitive,effect,"Effect primitives (ChildProcess command, Scope, Stream/Sink, FileSystem/Path, Context/Layer, Cause/interruption, logging/tracing) are used directly with no effect-build wrapper (D2)",,,,,,,,,,,,,upstream+governance,accepted,F01;F02;F03;F04;F05;F06;F07
SC-X-02,portable-role,cross-provider,NodeMainProgram (sealed main) is a D8 proof-program candidate: unchanged consumers across Bun/esbuild/Rolldown producers into applicable SEA assemblers,,,,,,,,,,,,,proposal,proposed,R01;SC-S-32;SC-E-53
SC-X-03,portable-role,cross-provider,BrowserModulePayload is the narrowed successor of BrowserModuleGraphApplication; requires a real browser oracle and entry/edge association proofs before any conformance claim,,,,,,,,,,,,,proposal,proposed,R02;browser-role-decision-table
SC-X-04,portable-role,cross-provider,RuntimeExecutable (runtime-neutral executable) is falsified; runtime-named roles remain possible,,,,,,,,,,,,,falsified,falsified,R03;C-BUN-124
SC-X-05,portable-role,cross-provider,TypedWatchEvents derived from CLI text is falsified; D7's product-owned-loop/in-process-callback/upstream-structured routes are the only open path,,,,,,,,,,,,,falsified,falsified,R04;D7
SC-X-06,architecture-law,cross-provider,The operation-owned public surface boundary (R05) is adopted; it is the key of this canon,,,,,,,,,,,,,inference+governance,accepted,R05
SC-X-07,architecture-law,cross-provider,Provenance and disposition stay separate; adoption affects priority never validity; upstream existence is neither support admission nor product priority,,,,,,,,,,,,,governance,accepted,GOVERNANCE-evidence-rule
SC-X-08,architecture-law,cross-provider,Exact observed coordinates are isolated points never ranges; CI evidence cannot admit its own coordinate as a public commitment,,,,,,,,,,,,,governance,accepted,D9;CM-02..CM-36
SC-X-09,architecture-law,cross-provider,"Evaluation phases stay separate: release CI, installation graph, Layer acquisition, operation preflight, launch boundary, certification/archive; the escape flag converts only unknown+capable+relations-satisfied",,,,,,,,,,,,,governance,accepted,D9;RECONCILIATION-s1-phases
SC-X-10,architecture-law,cross-provider,Publication ownership must be recorded on two axes: provider_publication (what the provider natively does; evidence-owned) and published_contract (what the product operation promises; product-owned); conflating them produced divergent supplement labels,,,,,,,,,,,,,shadow-synthesis amendment A1,proposed,MSD-01;MSD-02;MSD-03;SCHEMA-F sections F1/F2
